OBJECTID,agency,comments,latest,gisacres,incidentname,localincidentidentifier,state,pooresponsibleunit,perimeterdatetime,incomplex,fireyear,uniquefireidentifier,active,complexname,mapmethod,shape__Area,shape__Length
1542,unknown,Perimeter Date Unknown,N,291.76064515,Camp Creek,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,2117812.91015625,6541.4231897573
1543,USF,No entry in FireCode,Y,56076.32788232,Storrie,000057,CA,,8/17/2000 12:00:00 AM,,2000,2000-CA-000057,N,,Unknown,387490401.230469,119571.08820883
1544,BLM,No entry in FireCode,Y,8590.72638051,Winter Valley,,CO,COLSD,1/1/2000 12:00:00 AM,,2000,2000-COLSD,N,,Unknown,59902488.3828125,53953.9448020254
1545,unknown,Perimeter Date Unknown,N,1.94754759,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,16946.1015625,493.973552260326
1546,BLM,No entry in FireCode,Y,36.80155315,Rocky Ridge,,CO,COWRD,1/1/2000 12:00:00 AM,,2000,2000-COWRD,N,,Unknown,254722.5078125,2526.1068244054
1547,BLM,No entry in FireCode,Y,108.95811356,K Ranch,,CO,COWRD,1/1/2000 12:00:00 AM,,2000,2000-COWRD,N,,Unknown,757947.00390625,8552.80199823028
1548,unknown,Perimeter Date Unknown,N,1.64218737,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,13795.6484375,474.805280367096
1549,BLM,No entry in FireCode,Y,746.32987634,Klinger,,CO,COWRD,1/1/2000 12:00:00 AM,,2000,2000-COWRD,N,,Unknown,5133001.98828125,16230.3035567658
1550,unknown,Perimeter Date Unknown,N,17690.80941339,Three Bears,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,145840690.984375,66379.9152778449
1551,unknown,Perimeter Date Unknown,N,8541.38324036,Hamilton,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,70543379.2109375,49458.798644679
1552,unknown,Perimeter Date Unknown,Y,5860.97126114,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,51040654.1953125,57397.7542084496
1553,BLM,No entry in FireCode; No fire number,N,3206.28571354,Hamilton,,CO,,12/31/2000 12:00:00 AM,,2000,2000-CO,N,,Unknown,20916763.7226563,25001.7683357978
1554,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,186.40601949,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,1548421.5,7908.2803739007
1555,unknown,Perimeter Date Unknown,N,9.587348,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,83527.609375,1214.94009997414
1556,unknown,Perimeter Date Unknown,N,11.42351207,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,99405.21875,1180.46233681774
1557,unknown,Perimeter Date Unknown,N,0.44378299,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,3866.2421875,315.07864528182
1558,unknown,Perimeter Date Unknown,N,140.97782378,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,1167144.78125,5620.23036743005
1559,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,178.05080262,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,1482948.65625,6922.63261717312
1560,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,114.77349557,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,967762.15625,7515.83359057238
1561,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,93.5278867,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,788294.9140625,6261.44122681469
1562,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,19.87554554,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,167335.0078125,2062.79226066515
1563,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,125.74693735,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,1044386.703125,4958.26277090581
1564,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,491.4611923,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,4134761.4765625,16346.1623999911
1565,unknown,Perimeter Date Unknown;  Fire Name Unknown,Y,1887.52326309,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,15961028.9765625,30115.6035523445
1566,unknown,Perimeter Date Unknown,N,76.46434228,Camp Creek,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,555330.8359375,3279.76496880589
1567,unknown,Perimeter Date Unknown,N,11339.66217188,Butts,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,92922924.4140625,57219.2354994426
1568,unknown,Perimeter Date Unknown,N,262.0217347,Butts,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,2146047.8671875,6308.75059087807
1569,unknown,Perimeter Date Unknown,N,38.96621919,Clear Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,316787.9921875,3237.29568002917
1570,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,6.16288028,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,52101.1796875,892.689454714916
1571,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,3.3797321,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,28570.0625,654.398207027654
1572,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,20.75927764,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,175619.6875,1629.70494141625
1573,unknown,Perimeter Date Unknown,N,38.96621919,Clear Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,316787.9921875,3237.29568002917
1574,unknown,Perimeter Date Unknown,N,20417.66757721,Little Coxey,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,175593050.046875,62096.1281419587
1575,USFS,,Y,788.53860083,Even,000370,NM,,8/31/2000 12:00:00 AM,,2000,2000-NM-000370,N,,Hand Sketch,4546625.24609375,10302.533762979
1576,BLM,,Y,144.09986418,Putnam,F847,ID,IDIFD,9/13/2000 12:00:00 AM,,2000,2000-IDIFD-F847,N,,Unknown,1089850.0078125,4254.31455775663
1577,BLM,No entry in FireCode,Y,3427.97698216,Scandard,,CO,COWRD,1/1/2000 12:00:00 AM,,2000,2000-COWRD,N,,Unknown,23505348.4804688,31688.7269087947
1578,unknown,Perimeter Date Unknown,N,3.87044033,Little Coxey,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,33224.8046875,646.188693342905
1579,BLM,No entry in FireCode,Y,124.49517389,Spooky,,CO,COWRD,1/1/2000 12:00:00 AM,,2000,2000-COWRD,N,,Unknown,864476.13671875,7502.11571964113
1580,unknown,Perimeter Date Unknown,N,4.90513675,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,45129.5078125,756.79254346452
1581,unknown,Perimeter Date Unknown,N,0.12427328,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,1134.1953125,126.808426547073
1582,unknown,Perimeter Date Unknown,N,2.96197498,Marlin,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,24374.9296875,655.571016841967
1583,unknown,Perimeter Date Unknown,N,3.62984616,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,32989.1796875,656.950191995663
1584,unknown,Perimeter Date Unknown,N,4.69945636,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,42618.890625,735.702470424887
1585,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,60.69935542,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,502299.8125,3207.4135221684
1586,unknown,Perimeter Date Unknown,N,4.69948277,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,42612.2734375,735.645869076189
1587,unknown,Perimeter Date Unknown,N,932.76421315,Upper Lick Cr,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,7840650.8203125,11624.4128971946
1588,unknown,Perimeter Date Unknown,N,11.43780343,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,95492.84375,1284.00443361819
1589,unknown,Perimeter Date Unknown,N,7.89533605,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,65868.1953125,1097.10821506783
1590,unknown,,N,0.13749025,Kelly Creek Fire,X540,NV,,7/1/2000 12:00:00 AM,,2000,2000-NV-X540,N,,GPS-Unknown Travel Method,987.24609375,152.929528538158
1591,unknown,Perimeter Date Unknown,N,811.22303665,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,6773574.6875,10444.7118083134
1592,unknown,Perimeter Date Unknown,N,21.08470355,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,176139.4765625,1735.8118871417
1593, ,Perimeter Date Unknown,Y,120.63115908,Milepost 245,,OR,,12/31/2000 12:00:00 AM,,2000,2000-OR,N,,Unknown,996978.2421875,4494.24177472893
1594,unknown,,N,35.19299233,Kelly Creek Fire,X540,NV,,7/1/2000 12:00:00 AM,,2000,2000-NV-X540,N,,GPS-Unknown Travel Method,252523.296875,2001.99577628667
1595,unknown,,N,54.8659934,Kelly Creek Fire,X540,NV,,7/1/2000 12:00:00 AM,,2000,2000-NV-X540,N,,GPS-Unknown Travel Method,393679.96484375,2723.1411175828
1596,unknown,Perimeter Date Unknown,N,3019.76816108,Packer Meadows,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,24843447.796875,29291.4172989665
1597,unknown,,N,0.09860853,Kelly Creek Fire,X540,NV,,7/1/2000 12:00:00 AM,,2000,2000-NV-X540,N,,GPS-Unknown Travel Method,707.05078125,152.362406557733
1598,BLM,,Y,2010.6706669,Lugnut,M095,OR,ORLAD,6/22/2000 12:00:00 AM,,2000,2000-ORLAD-M095,N,,Unknown,15438834.78125,35832.9278030151
1599,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,67060.78541942,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,558822612.15625,242381.299274249
1600,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,11.00698413,,,MT,MTBRF,12/31/2000 12:00:00 AM,,2000,2000-MTBRF,N,,GPS-Unknown Travel Method,91865.8359375,1123.7983583264
1601,BLM,Perimeter Date Unknown,Y,10114.07444985,Abert,,OR,ORLAD,12/31/2000 12:00:00 AM,,2000,2000-ORLAD,N,,Unknown,75699831.5859375,77270.0121484202
1602,unknown,Perimeter Date Unknown,N,16.15379697,Mussigbrod,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,134854.921875,1370.71091605618
1603,unknown,Perimeter Date Unknown,N,1260.70170258,Mussigbrod,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,10545305.8046875,16721.2095483578
1604,unknown,,N,447.15312049,Prince Fire,X355,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X355,N,,GPS-Unknown Travel Method,3144238.796875,8432.96908716478
1605,BLM,,Y,268.29012459,Crooked Creek,A251,AK,AKAFS,6/23/2000 12:00:00 AM,,2000,2000-AKAFS-A251,N,,Unknown,6374554.03125,12268.6230074384
1606,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,0.20530147,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,1531.94140625,398.179713639491
1607,unknown,Perimeter Date Unknown,N,769.42104405,Fan Creek,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,7183478.4765625,14283.9668123269
1608,BLM,No entry in FireCode,Y,2097.57358868,Taylor,,CO,COWRD,1/1/2001 12:00:00 AM,,2000,2000-COWRD,N,,Unknown,14529473.2304688,27642.3850142286
1609,unknown,Perimeter Date Unknown,N,0.08066792,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,670.8671875,145.37156147974
1610,BLM,,Y,1745.4767259,Green Canyon,F905,ID,IDIFD,9/3/2000 12:00:00 AM,,2000,2000-IDIFD-F905,N,,Unknown,13006482.8320313,25049.8658623569
1611,BLM,Perimeter Date Unknown,Y,21.62431755,Hells Hole,R905,UT,UTVLD,12/31/2000 12:00:00 AM,,2000,2000-UTVLD-R905,N,,Unknown,149211.9453125,4631.58287374202
1612,unknown,,N,871.43054612,Prince Fire,X355,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X355,N,,GPS-Unknown Travel Method,6133699.6875,13692.217917138
1613,unknown,,N,312.64294903,Prince Fire,X355,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X355,N,,GPS-Unknown Travel Method,2200355.25,6295.73971709183
1614,unknown,Perimeter Date Unknown,N,588.26489133,Cliff Point,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,5477182.3828125,11183.998456223
1615,USFS,,Y,110.0017688,Lone Pine,SO-001,NM,,2/7/2000 12:00:00 AM,,2000,2000-NM-SO-001,N,,Unknown,677608.31640625,3665.18607717719
1616,unknown,,N,104.36938328,Prince Fire,X355,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X355,N,,GPS-Unknown Travel Method,733609.7421875,6713.5112736188
1617,unknown,,N,6.67330899,Prince Fire,X355,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X355,N,,GPS-Unknown Travel Method,46912,970.167006221229
1618,unknown,Perimeter Date Unknown,N,75.46240105,Sunrise,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,657546.4140625,3373.55630635673
1619,unknown,Perimeter Date Unknown,N,3290.37615678,Taylor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,27230868.921875,42745.8759024564
1620,unknown,Perimeter Date Unknown,N,185.49233413,Cliff Point,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,1727817.2421875,8601.81510545418
1621,unknown,Perimeter Date Unknown,N,28.25826194,Ely,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,185993.8828125,1992.02777204799
1622,unknown,Perimeter Date Unknown,N,4.69944238,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,42581.375,735.379766333546
1623,unknown,Perimeter Date Unknown,N,8.37218363,Flat Creek,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Flat Creek Complex,GPS-Unknown Travel Method,73437.1484375,1020.20144551051
1624,unknown,Perimeter Date Unknown,N,341.9182462,Cliff Point,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,3182103.65625,11823.6297012376
1625,unknown,Perimeter Date Unknown,N,51.38722364,Cliff Point,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,477815.9765625,4040.82080862544
1626,BLM,No entry in FireCode,Y,661.11897901,Citadel,,CO,COWRD,1/1/2000 12:00:00 AM,,2000,2000-COWRD,N,,Unknown,4598191.93359375,15942.6248336389
1627,unknown,Perimeter Date Unknown,N,278.04807201,3 Mile Spring,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,2046012.58984375,6203.79833744361
1628,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,11.45878732,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,86686.9296875,1360.48004619369
1629,unknown,Perimeter Date Unknown;  Fire Name Unknown,Y,68096.55565906,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,567474375.859375,251324.387727202
1630,unknown,Perimeter Date Unknown,Y,318.30409364,3 Mile Spring,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,2342274.421875,13714.236903761
1631,unknown,Perimeter Date Unknown,N,1987.75751979,Hidden Creek,,ID,IDCWF,12/31/2000 12:00:00 AM,,2000,2000-IDCNF,N,,GPS-Unknown Travel Method,16894813.8671875,18396.7172485027
1632,unknown,Perimeter Date Unknown,N,1303.83118198,Aperajo,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,10538259.484375,15831.6048728068
1633,unknown,Perimeter Date Unknown,N,1303.83118198,Aperajo,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,10538259.484375,15831.6048728068
1634,unknown,Perimeter Date Unknown,Y,19874.20656795,Lonely,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,164891916.914063,103627.554288524
1635,unknown,Perimeter Date Unknown,N,680.10113537,Echo,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,5662240.4375,10067.6976036948
1636,unknown,Perimeter Date Unknown,N,132.53852149,Echo,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,1103543.3359375,3897.71372829869
1637,unknown,Perimeter Date Unknown,N,1095.12142644,Elizabeth,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,9459331.4375,23499.247714392
1638,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,465.91266911,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,3884504.890625,10321.1662796508
1639,unknown,Perimeter Date Unknown,N,63.03312516,Upper Nine Mile,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Upper Nine Mile Complex,GPS-Unknown Travel Method,552478.984375,3294.00269875727
1640,unknown,Perimeter Date Unknown,N,363.89198755,Upper Nine Mile,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Upper Nine Mile Complex,GPS-Unknown Travel Method,3198569.7109375,10566.4372622512
1641,unknown,Perimeter Date Unknown,N,94.49275186,Upper Nine Mile,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Upper Nine Mile Complex,GPS-Unknown Travel Method,830792.625,5985.58045438533
1642,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,21983.64706425,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Middle Fork Complex,GPS-Unknown Travel Method,184963957.117188,80441.0000880795
1643,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,1025.31412327,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,8557991.3046875,24844.5613882291
1644,unknown,Perimeter Date Unknown,N,882.16212842,Cooper Creek,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Middle Fork Complex,GPS-Unknown Travel Method,7384710.6484375,11646.2895364863
1645,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,1103.48154803,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,9165866.578125,13817.2018458654
1646,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,326.96750606,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,2714951.4921875,6761.59861020652
1647,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,377.89881988,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,3132337.953125,8856.71081299918
1648,unknown,Perimeter Date Unknown,N,19507.7498769,Lonely,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,161854690.007813,102962.637350514
1649,unknown,Perimeter Date Unknown,N,207.87652003,Three Bears,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,1715650.0390625,5889.78287178796
1650,unknown,Perimeter Date Unknown,N,22567.89746899,Lonely,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,187200782.484375,86429.9745672509
1651,unknown,,N,8.32651158,Pumpernickle Fire,X356,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X356,N,,GPS-Unknown Travel Method,58634.3984375,1190.06888432931
1652,unknown,,N,20.42509444,Pumpernickle Fire,X356,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X356,N,,GPS-Unknown Travel Method,143817.0859375,2691.21490413872
1653,unknown,Perimeter Date Unknown,N,11224.94915716,Hash Rock,,OR,OROCF,12/31/2000 12:00:00 AM,,2000,2000-OROCF,N,,GPS-Unknown Travel Method,89235189.0390625,59792.2571110944
1654,unknown,,N,0.65648577,Pumpernickle Fire,X356,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X356,N,,GPS-Unknown Travel Method,4622.66796875,459.156204939681
1655,unknown,Perimeter Date Unknown,Y,15653.27883303,Ely,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,102978962.757813,74564.4204531232
1656,unknown,Perimeter Date Unknown,Y,4078.78783108,Flagpole Mountain,,SD,,12/31/2000 12:00:00 AM,,2000,2000-SD,N,,GPS-Unknown Travel Method,31201148.0429688,40324.432526276
1657,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,13068.35280675,,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Skalkaho Complex,GPS-Unknown Travel Method,109954273.53125,69935.4781008484
1658,unknown,,N,17.70543695,Kelly Creek Fire,X540,NV,,7/1/2000 12:00:00 AM,,2000,2000-NV-X540,N,,GPS-Unknown Travel Method,127031.89453125,1566.58079101606
1659,unknown,Perimeter Date Unknown,N,1080.39395272,Flagpole Mountain,,SD,,12/31/2000 12:00:00 AM,,2000,2000-SD,N,,GPS-Unknown Travel Method,8260639.35546875,25274.3491265394
1660,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,16.46070428,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,138346.921875,1432.59463566507
1661,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,3811.67815051,,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Skalkaho Complex,GPS-Unknown Travel Method,32024438.6640625,23110.0531325863
1662,unknown,Perimeter Date Unknown,N,4421.44663749,Upper Beaver,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,41270759.546875,33547.4216475367
1663,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,13124.83910039,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,108561693.03125,62722.0419260142
1664,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,20.75927764,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,175619.6875,1629.70494141625
1665,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,1852.42433431,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,15261311.3671875,31956.5578343006
1666,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,519.34980466,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,4272278.5234375,10860.2983777262
1667,unknown,Perimeter Date Unknown,N,1650.47817314,Fitz,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,13786928.515625,15814.017551638
1668,unknown,Perimeter Date Unknown,Y,421.62047678,Lucky Point,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,3925087.6953125,9814.68317489207
1669,unknown,Perimeter Date Unknown,Y,5855.48927373,Lydia Mtn,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,54374213.1484375,38318.7172374871
1670,unknown,Perimeter Date Unknown,N,2001.25472212,Fisher Springs,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,15012740.203125,21467.1033948779
1671,unknown,Perimeter Date Unknown,N,62.31124388,Gabe,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,517330.671875,3140.67259959498
1672,unknown,Perimeter Date Unknown,N,53.30011577,Hells 1/2 Acre,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,441551.1484375,2587.75638886859
1673,unknown,Perimeter Date Unknown,N,3019.86324179,Packer Meadows,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,24844230.078125,29292.7551934412
1674,unknown,Perimeter Date Unknown,Y,2764.29874853,Kelsey Creek,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,25729763.5859375,24360.199386711
1675,unknown,Perimeter Date Unknown,Y,769.8750016,Grambauer Face,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,7070248.6875,11171.1537585293
